article,chunk_name,png_path,code,functions,function_labels
web-line-chart-with-labels-at-end-of-line,unnamed-chunk-8-1,images/web-line-chart-with-labels-at-end-of-line/unnamed-chunk-8-1.png,"plt <- plt + 
  scale_color_manual(
    values = c(rcartocolor::carto_pal(n = n, name = ""Bold"")[1:n-1], ""grey50"")
  ) +
  labs(
    title = ""Compared to the financial crisis in 2008, how much more or less do you have to pay for a Big Mac today?"",
    subtitle = ""The <i>index chart</i> visualizes the price changes (in USD) of a Big Mac based on a 2008 as index year. The <b>Big Mac Index</b> is published by The Economist as an informal way to provide a test of the<br>extent to which market exchange rates result in goods costing the same in different countries. It <i>seeks to make exchange-rate theory a bit more digestible</i> and takes its name from the Big Mac,<br>a hamburger sold at McDonald's restaurants."",
    caption = ""Visualization by Cédric Scherer  •  Data by The Economist  •  The index chart shows the 27 countries that provide Big mac prices for all years from 2000 to 2020. In case a country was reported twice per year, the mean value was visualized.""
  )
plt","<-,+,scale_color_manual,c,[,carto_pal,-,:,labs",
web-lineplots-and-area-chart-the-economist,unnamed-chunk-5-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-5-1.png,"# Aesthetics defined in the `ggplot()` call are reused in the 
# `geom_line()` and `geom_point()` calls.
plt1 <- ggplot(line_data, aes(year, percent)) +
  geom_line(aes(color = region), size = 2.4) +
  geom_point(
    aes(fill = region), 
    size = 5, 
    pch = 21, # Type of point that allows us to have both color (border) and fill.
    color = ""white"", 
    stroke = 1 # The width of the border, i.e. stroke.
  ) +
  # Set values for the color and the fill
  scale_color_manual(values = c(BLUE, GREEN, BROWN)) +
  scale_fill_manual(values = c(BLUE, GREEN, BROWN)) + 
  # Do not include any legend
  theme(legend.position = ""none"")

plt1","<-,+,ggplot,aes,geom_line,geom_point,scale_color_manual,c,scale_fill_manual,theme","geom_line,geom_point"
web-lineplots-and-area-chart-the-economist,unnamed-chunk-6-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-6-1.png,"plt1 <- plt1 + 
  scale_x_continuous(
    limits = c(2007.5, 2021.5),
    expand = c(0, 0), # The horizontal axis does not extend to either side
    breaks = c(2008, 2012, 2016, 2020),  # Set custom break locations
    labels = c(""2008"", ""12"", ""16"", ""20"") # And custom labels on those breaks!
  ) +
  scale_y_continuous(
    limits = c(0, 32),
    breaks = seq(0, 30, by = 5), 
    expand = c(0, 0)
  ) + 
  theme(
    # Set background color to white
    panel.background = element_rect(fill = ""white""),
    # Remove all grid lines
    panel.grid = element_blank(),
    # But add grid lines for the vertical axis, customizing color and size 
    panel.grid.major.y = element_line(color = ""#A8BAC4"", size = 0.3),
    # Remove tick marks on the vertical axis by setting their length to 0
    axis.ticks.length.y = unit(0, ""mm""), 
    # But keep tick marks on horizontal axis
    axis.ticks.length.x = unit(2, ""mm""),
    # Remove the title for both axes
    axis.title = element_blank(),
    # Only the bottom line of the vertical axis is painted in black
    axis.line.x.bottom = element_line(color = ""black""),
    # Remove labels from the vertical axis
    axis.text.y = element_blank(),
    # But customize labels for the horizontal axis
    axis.text.x = element_text(family = ""Econ Sans Cnd"", size = 16)
  )

plt1","<-,+,scale_x_continuous,c,scale_y_continuous,seq,theme,element_rect,element_blank,element_line,unit,element_text",
web-lineplots-and-area-chart-the-economist,unnamed-chunk-7-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-7-1.png,"
# Add labels for the lines
plt1 <- plt1 + 
  new_scale_color() + 
  geom_shadowtext(
    aes(x, y, label = labels, color = color),
    data = line_labels,
    hjust = 0, # Align to the left
    bg.colour = ""white"", # Shadow color (or background color)
    bg.r = 0.4, # Radius of the background. The higher the value the bigger the shadow.
    family = ""Econ Sans Cnd"",
    size = 6
  ) + 
  scale_color_identity() # Use the colors in the 'color' variable as they are.

# Add labels for the horizontal lines
plt1 <- plt1 + 
  geom_text(
    data = data.frame(x = 2021.5, y = seq(0, 30, by = 5)),
    aes(x, y, label = y),
    hjust = 1, # Align to the right
    vjust = 0, # Align to the bottom
    nudge_y = 32 * 0.01, # The pad is equal to 1% of the vertical range (32 - 0)
    family = ""Econ Sans Cnd"",
    size = 6
  )

# Add title
plt1 <- plt1 +
  labs(
    title = ""**Selected regions,** % of child population"",
  ) + 
  theme(
    # theme_markdown() is provided by ggtext and means the title contains 
    # Markdown that should be parsed as such (the '**' symbols)
    plot.title = element_markdown(
      family = ""Econ Sans Cnd"", 
      size = 18
    )
  )

plt1","<-,+,new_scale_color,geom_shadowtext,aes,scale_color_identity,geom_text,data.frame,seq,*,labs,theme,element_markdown","geom_shadowtext,geom_text"
web-lineplots-and-area-chart-the-economist,unnamed-chunk-8-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-8-1.png,"plt2 <- ggplot(stacked_data) +
  # color = ""white"" indicates the color of the lines between the areas
  geom_area(aes(year, percent, fill = region), color = ""white"") +
  scale_fill_manual(values = c(GREY, BROWN, GREEN, BLUE)) +
  theme(legend.position = ""None"") # no legend

plt2","<-,+,ggplot,geom_area,aes,scale_fill_manual,c,theme",geom_area
web-lineplots-and-area-chart-the-economist,unnamed-chunk-9-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-9-1.png,"
plt2 <- plt2 + 
  scale_x_continuous(
    # Note: Data goes from 2008 to 2020. Extra space is added on the right
    # so there's room for the grid line labels ;)
    limits = c(2007.5, 2021.5),
    expand = c(0, 0),
    breaks = c(2008, 2012, 2016, 2020),
    labels = c(""2008"", ""12"", ""16"", ""20"")
  ) +
  scale_y_continuous(
    limits = c(0, 320),
    breaks = seq(0, 300, by = 50), 
    expand = c(0, 0)
  ) + 
  theme(
    # Set background color to white
    panel.background = element_rect(fill = ""white""),
    # Remove all grid lines
    panel.grid = element_blank(),
    # But add grid lines for the vertical axis, customizing color and size 
    panel.grid.major.y = element_line(color = ""#A8BAC4"", size = 0.3),
    # Remove tick marks by setting their length to 0
    axis.ticks.length.y = unit(0, ""mm""), 
    axis.ticks.length.x = unit(2, ""mm""),
    # Remove the title for both axes
    axis.title = element_blank(),
    # Only bottom line of the vertical axis is painted in black
    axis.line.x.bottom = element_line(color = ""black""),
    # Remove labels from the vertical axis
    axis.text.y = element_blank(),
    # But customize labels for the horizontal axis
    axis.text.x = element_text(family = ""Econ Sans Cnd"", size = 16)
  )

plt2","<-,+,scale_x_continuous,c,scale_y_continuous,seq,theme,element_rect,element_blank,element_line,unit,element_text",
web-lineplots-and-area-chart-the-economist,unnamed-chunk-10-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-10-1.png,"plt2 <- plt2 + 
  geom_text(
    aes(x, y, label = labels, color = color),
    data = stacked_labels,
    hjust = 0,
    vjust = 0.5,
    family = ""Econ Sans Cnd"",
    size = 6,
    inherit.aes = FALSE
  ) + 
  scale_color_identity()

plt2 <- plt2 +
  geom_text(
    data = data.frame(x = 2021.5, y = seq(0, 300, by = 50)),
    aes(x, y, label = y),
    hjust = 1,
    vjust = 0,
    nudge_y = 300 * 0.01, # Again, the pad is equal to 1% of the vertical range.
    family = ""Econ Sans Cnd"",
    size = 6,
    inherit.aes = FALSE
  )

plt2 <- plt2 + 
  geom_curve(
    aes(x = x, y = y, xend = xend, yend = yend),
    data = data.frame(x = 2016.9, y = 210, xend = 2018.8, yend = 138),
    curvature = -0.5,
    angle = 90
  ) +
  geom_point(
    aes(x, y), 
    data = data.frame(x = 2018.8, y = 138),
    color = ""black""
  )

# Note again we use `element_markdown()` to render Markdown content
plt2 <- plt2 + 
  labs(
    title = ""**Number of children,** m"",
  ) + 
  theme(
    plot.title = element_markdown(
      family = ""Econ Sans Cnd"", 
      size = 18
    )
  )

plt2","<-,+,geom_text,aes,scale_color_identity,data.frame,seq,*,geom_curve,-,geom_point,labs,theme,element_markdown","geom_text,geom_curve,geom_point"
web-lineplots-and-area-chart-the-economist,unnamed-chunk-11-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-11-1.png,"plt1 <- plt1 + theme(plot.margin = margin(0, 0.05, 0, 0, ""npc""))
plt2 <- plt2 + theme(plot.margin = margin(0, 0, 0.05, 0, ""npc""))
plt <- plt1 | plt2


title_theme <- theme(
  plot.title = element_text(
    family = ""Econ Sans Cnd"", 
    face = ""bold"",
    size = 22,
    margin = margin(0.8, 0, 0, 0, ""npc"")
  ),
  plot.subtitle = element_text(
    family = ""Econ Sans Cnd"",
    size = 20,
    margin = margin(0.4, 0, 0, 0, ""npc"")
  )
)

plt <- plt + plot_annotation(
    title = ""All work, no play"",
    subtitle = ""Children in child labour*"",
    theme = title_theme
  ) +
  theme(
    plot.margin = margin(0.075, 0, 0.1, 0, ""npc""),
  )

plt","<-,+,theme,margin,|,element_text,plot_annotation",
web-lineplots-and-area-chart-the-economist,unnamed-chunk-12-1,images/web-lineplots-and-area-chart-the-economist/unnamed-chunk-12-1.png,"plt

# Add line on top of the chart
grid.lines(
  x = c(0, 1),
  y = 1,
  gp = gpar(col = ""#e5001c"", lwd = 4)
)

# Add rectangle on top-left
# lwd = 0 means the rectangle does not have an outer line
# 'just' gives the horizontal and vertical justification
grid.rect(
  x = 0,
  y = 1,
  width = 0.05,
  height = 0.025,
  just = c(""left"", ""top""),
  gp = gpar(fill = ""#e5001c"", lwd = 0)
)
# Add first caption
grid.text(
  'Source: ""Child Labour: Global estimates 2020, trends and the road forward"", ILO and UNICEF', 
  x = 0.005, 
  y = 0.06, 
  just = c(""left"", ""bottom""),
  gp = gpar(
    col = ""grey50"",
    fontsize = 16,
    fontfamily = ""Econ Sans Cnd""
  )
)

# Add second caption
grid.text(
  ""The Economist"", 
  x = 0.005, 
  y = 0.005, 
  just = c(""left"", ""bottom""),
  gp = gpar(
    col = ""grey50"",
    fontsize = 16,
    fontfamily = ""Milo TE W01""
  )
)

# Add third caption
grid.text(
  ""*5- to 17- year-olds"", 
  x = 0.995, 
  y = 0.06, 
  just = c(""right"", ""bottom""),
  gp = gpar(
    col = ""grey50"",
    fontsize = 16,
    fontfamily = ""Econ Sans Cnd""
  )
)","grid.lines,c,gpar,grid.rect,grid.text","grid.lines,grid.rect,grid.text"
web-lollipop-plot-with-R-the-office,unnamed-chunk-5-1,images/web-lollipop-plot-with-R-the-office/unnamed-chunk-5-1.png,"# First, horizontal lines that are used as scale reference. 
# They are added first to ensure they stay in the background.
p <- df_office_avg %>% 
  ggplot(aes(episode_mod, imdb_rating)) +
    geom_hline(
      data = tibble(y = 7:10),
      aes(yintercept = y),
      color = ""grey82"",
      size = .5
    )

# Add vertical segments. 
# These represent the deviation of episode's rating from the mean rating of 
# the season they appeared.
p <- p + 
  geom_segment(
    aes(
      xend = episode_mod,
      yend = avg, 
      color = season, 
      color = after_scale(colorspace::lighten(color, .2))
    )
  )

# Add lines and dots.
# These represent the mean rating per season. 
# The dots mark each episode's rating, with its size given by the number of votes.
p <- p + 
  geom_line(
    data = df_lines,
    aes(x, y),
    color = ""grey40""
  ) +
  geom_line(
    data = df_lines,
    aes(
      x_group, 
      y, 
      color = season, 
      color = after_scale(colorspace::darken(color, .2))
    ),
    size = 2.5
  ) + 
  geom_point(
    aes(size = total_votes, color = season)
  ) 

p","<-,+,%>%,ggplot,aes,geom_hline,tibble,:,geom_segment,after_scale,lighten,geom_line,darken,geom_point","geom_hline,geom_segment,geom_line,geom_point"
web-scatterplot-corruption-and-human-development,unnamed-chunk-5-1,images/web-scatterplot-corruption-and-human-development/unnamed-chunk-5-1.png,"# Okabe Ito colors
# The last color is used for the regression fit.
region_cols <- c(""#E69F00"", ""#56B4E9"", ""#009E73"", ""#F0E442"", ""#0072B2"", ""#999999"")


ggplot(corrupt, aes(cpi, hdi)) +
  # Adding the regression fit before the points make sure the line stays behind the points.
  geom_smooth(
    aes(color = ""y ~ log(x)"", fill = ""y ~ log(x)""),
    method = ""lm"", 
    formula = y~log(x), 
    se = FALSE, # Plot the line only (without confidence bands)
    fullrange = TRUE # The fit spans the full range of the horizontal axis
  ) +
  geom_point(
    aes(color = region, fill = region),
    size = 2.5, alpha = 0.5, 
    shape = 21 # This is a dot with both border (color) and fill.
  ) +
  # Add auto-positioned text
  geom_text_repel(
    aes(label = label),
    color = ""black"",
    size = 9/.pt, # font size 9 pt
    point.padding = 0.1, 
    box.padding = 0.6,
    min.segment.length = 0,
    max.overlaps = 1000,
    seed = 7654 # For reproducibility reasons
  ) +
  scale_color_manual(
    name = NULL, # it's one way to omit the legend title
    values = darken(region_cols, 0.3) # dot borders are a darker than the fill
  ) +
  scale_fill_manual(
    name = NULL,
    values = region_cols
  ) +
  # Add labels and customize axes
  scale_x_continuous(
    name = ""Corruption Perceptions Index, 2015 (100 = least corrupt)"",
    limits = c(10, 95),
    breaks = c(20, 40, 60, 80, 100),
    expand = c(0, 0) # This removes the default padding on the ends of the axis
  ) +
  scale_y_continuous(
    name = ""Human Development Index, 2015\n(1.0 = most developed)"",
    limits = c(0.3, 1.05),
    breaks = c(0.2, 0.4, 0.6, 0.8, 1.0), # Manually set axis breaks
    expand = c(0, 0)
  ) +
  # Override default legend appearance
  guides(
    color = guide_legend(
      # All keys go in the same row.
      nrow = 1,
      override.aes = list(
        # 0 means no line, 1 is a solid line 
        # The result is 5 keys with no line and 1 with a line
        linetype = c(rep(0, 5), 1), 
        # Now, 5 keys with the marker number 21 (the one used in the plot) 
        # and 1 key without this marker.
        shape = c(rep(21, 5), NA)
      )
    )
  ) +
  # Minimal grid theme that only draws horizontal lines
  theme_minimal_hgrid(12, rel_small = 1) +
  # Customize aspects of the legend
  theme(
    legend.position = ""top"",
    legend.justification = ""right"",
    legend.text = element_text(size = 9),
    legend.box.spacing = unit(0, ""pt"")
  )","<-,c,+,ggplot,aes,geom_smooth,~,log,geom_point,geom_text_repel,/,scale_color_manual,darken,scale_fill_manual,scale_x_continuous,scale_y_continuous,guides,guide_legend,list,rep,theme_minimal_hgrid,theme,element_text,unit","geom_smooth,geom_point,geom_text_repel"
web-streamchart-with-ggstream,unnamed-chunk-9-1,images/web-streamchart-with-ggstream/unnamed-chunk-9-1.png,"g <- df_best_stream_fct %>% 
  ggplot(
    aes(
      issue, value, 
      color = char_costume, 
      fill = char_costume
    )
  ) +
  geom_stream(
    geom = ""contour"",
    color = ""white"",
    size = 1.25,
    bw = .45 # Controls smoothness
  ) +
  geom_stream(
    geom = ""polygon"",
    bw = .45,
    size = 0
  ) +
  scale_color_manual(
    expand = c(0, 0),
    values = pal,
    guide = ""none""
  ) +
  scale_fill_manual(
    values = pal,
    name = NULL
  ) +
  facet_grid( ## needs facet_grid for space argument
    parameter ~ ., 
    scales = ""free_y"", 
    space = ""free""
  )

g","<-,+,%>%,ggplot,aes,geom_stream,scale_color_manual,c,scale_fill_manual,facet_grid,~","geom_stream,facet_grid"
web-streamchart-with-ggstream,unnamed-chunk-10-1,images/web-streamchart-with-ggstream/unnamed-chunk-10-1.png,"g <- g + 
  geom_vline(
    data = tibble(x = c(97, seq(125, 250, by = 25), 280)),
    aes(xintercept = x),
    inherit.aes = FALSE, 
    color = ""grey88"", 
    size = .5,
    linetype = ""dotted""
  ) +
  annotate(
    ""rect"",
    xmin = -Inf, xmax = 78, 
    ymin = -Inf, ymax = Inf,
    fill = ""grey88""
  ) +
  annotate(
    ""rect"",
    xmin = 299, xmax = Inf, 
    ymin = -Inf, ymax = Inf,
    fill = ""grey88""
  ) +
  # Appearence type label on each panel
  geom_text(
    data = labels,
    aes(issue, value, label = label),
    family = ""Reem Kufi"",
    inherit.aes = FALSE,
    size = 4.7,
    color = ""grey25"",
    fontface = ""bold"",
    lineheight = .85,
    hjust = 0
  ) +
  # Add informative text
  # geom_textbox comes with the great ggtext library.
  geom_textbox(
    data = texts,
    aes(
      issue, value, 
      label = text,
      color = char_costume,
      color = after_scale(darken(color, .12, space = ""HLS"")),
      vjust = vjust
    ),
    family = ""Reem Kufi"",
    size = 2.7,
    fill = ""grey95"",
    maxwidth = unit(7.25, ""lines""),
    hjust = .5
  ) + 
  # Customize labels of the horizontal axis
  scale_x_continuous(
    limits = c(74, NA),
    breaks = c(94, seq(125, 250, by = 25), 280),
    labels = glue::glue(""Issue\n#{c(97, seq(125, 250, by = 25), 280)}""),
    position = ""top""
  ) + 
  scale_y_continuous(expand = c(.03, .03)) + 
  # This clip=""off"" is very important. It allows to have annotations anywhere
  # in the plot, no matter they are not within the extent of 
  # the corresponding panel.
  coord_cartesian(clip = ""off"")
  
g","<-,+,geom_vline,tibble,c,seq,aes,annotate,-,geom_text,geom_textbox,after_scale,darken,unit,scale_x_continuous,glue,scale_y_continuous,coord_cartesian","geom_vline,geom_text,geom_textbox"
